name,lable1,tag1,lable2,tag2,lable3,tag3,lable4,tag4,lable5,tag5,lable6,tag6,lable7,tag7,lable8,tag8,lable9,tag9,lable10,tag10
Jiepu Jiang,Social and Information Networks,cs.SI,,,,,Computers and Society,cs.CY,,,,,,,,,,,,
Jifeng Xuan,Software Engineering,cs.SE,Software Engineering,cs.SE,Software Engineering,cs.SE,,,Software Engineering,cs.SE,,,,,,,,,,
Jignesh M. Patel,,,Information Retrieval,cs.IR,Digital Libraries,cs.DL,,,,,,,,,,,,,,
Jih-Kwon Peir,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jihad Al Ja'am,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jihad M. Alja'am,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,,,
Jihad Mohamad Al Ja'am,Computer Vision and Pattern Recognition,cs.CV,,,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jihad Mohamad Al'Jaam,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jihad Mohamad Jaam,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,,,
Jihong Kim,,,,,,,,,,,,,,,,,,,,
Jihong Zhu,,,,,,,,,,,,,,,,,,,,
Jihun Hamm,,,,,,,"Data Analysis, Statistics and Probability",physics.data-an,,,,,,,,,,,,
Jijun Tang,,,,,,,,,Quantitative Methods,q-bio.QM,,,,,,,,,,
Jiliang Wang,,,Cryptography and Security,cs.CR,,,Cryptography and Security,cs.CR,,,,,,,,,,,,
Jill Dolata,,,,,,,,,,,,,,,,,,,,
Jilles Vreeken,,,Multiagent Systems,cs.MA,Data Structures and Algorithms,cs.DS,,,Systems and Control,eess.SY,,,,,,,,,,
Jim Alves-Foss,,,,,Software Engineering,cs.SE,,,,,,,,,,,,,,
Jim Austin,Astrophysics of Galaxies,astro-ph.GA,,,,,,,,,,,,,,,,,,
Jim Buffenbarger,,,,,,,,,,,,,,,,,,,,
Jim Canning,,,,,,,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jim Carter,,,,,,,Atmospheric and Oceanic Physics,physics.ao-ph,,,,,,,,,,,,
Jim Cunningham,,,,,,,,,,,,,,,,,,,,
Jim Davies,Astrophysics of Galaxies,astro-ph.GA,,,,,,,,,,,,,,,,,,
Jim Davis,,,,,,,,,,,,,,,,,,,,
Jim Demmel,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jim Greer,,,Software Engineering,cs.SE,Machine Learning,cs.LG,,,,,,,,,,,,,,
Jim Griffioen,,,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jim Hendler,Databases,cs.DB,Artificial Intelligence,cs.AI,Artificial Intelligence,cs.AI,Artificial Intelligence,cs.AI,Artificial Intelligence,cs.AI,,,,,,,,,,
Jim Hollan,,,,,High Energy Physics - Theory,hep-th,,,,,,,,,,,,,,
Jim Ji,,,,,,,,,,,,,,,,,,,,
Jim Kurose,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,,,
Jim Laird,,,,,,,,,,,,,,,,,,,,
Jim Leone,,,,,,,,,,,,,,,,,,,,
Jim Martin,,,,,,,,,,,,,,,,,,,,
Jim McCann,,,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,,,
Jim R. Davies,,,,,,,,,,,,,,,,,,,,
Jim R. Larus,,,Solar and Stellar Astrophysics,astro-ph.SR,,,Programming Languages,cs.PL,,,,,,,,,,,,
Jim Rehg,,,,,,,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,,,
Jim Waldo,,,,,,,,,,,,,,,,,,,,
Jim Warren 0001,Materials Science,cond-mat.mtrl-sci,,,Materials Science,cond-mat.mtrl-sci,Materials Science,cond-mat.mtrl-sci,Materials Science,cond-mat.mtrl-sci,,,,,,,,,,
Jim Whitehead,,,Cryptography and Security,cs.CR,,,,,,,,,,,,,,,,
Jim Woodcock,Astrophysics of Galaxies,astro-ph.GA,Artificial Intelligence,cs.AI,Computation and Language,cs.CL,Logic in Computer Science,cs.LO,Logic in Computer Science,cs.LO,,,,,,,,,,
Jim X. Chen,,,,,,,,,,,,,,,,,,,,
Jimeng Sun,Social and Information Networks,cs.SI,,,,,,,,,,,,,,,,,,
Jiming Liu 0001,Methodology,stat.ME,Software Engineering,cs.SE,Data Structures and Algorithms,cs.DS,Social and Information Networks,cs.SI,Social and Information Networks,cs.SI,,,,,,,,,,
Jimmy Ba,Optimization and Control,math.OC,Learning,cs.LG,,,Learning,cs.LG,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jimmy H. M. Lee,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jimmy Ho-Man Lee,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jimmy J. Lin,,,,,,,,,,,,,,,,,,,,
Jimson Mathew,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jin Chen,,,,,,,,,,,,,,,,,,,,
Jin Huang 0001,,,,,,,,,,,,,,,,,,,,
Jin Huang 0002,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,,,
Jin Song Dong,Networking and Internet Architecture,cs.NI,,,,,Data Structures and Algorithms,cs.DS,,,,,,,,,,,,
Jin Tian 0001,,,,,,,,,,,,,,,,,,,,
Jin Xu 0002,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jin Zhao,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jin-Hee Cho,,,,,,,,,,,,,,,,,,,,
Jin-Soo Kim 0001,,,,,,,,,,,,,,,,,,,,
Jin-Yi Cai,,,,,,,Computational Complexity,cs.CC,,,,,,,,,,,,
Jin-yi Cai,,,,,,,Computational Complexity,cs.CC,,,,,,,,,,,,
Jinah Park,,,,,,,,,,,,,,,,,,,,
Jinbo Bi,,,Numerical Analysis,math.NA,,,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,,,
Jinbo Xu,,,,,,,,,,,,,,,,,,,,
Jing (Selena) He,,,,,,,,,,,,,,,,,,,,
Jing Chen 0001,,,,,,,,,,,,,,,,,,,,
Jing Gao 0004,,,,,,,,,,,,,,,,,,,,
Jing He,,,,,,,,,,,,,,,,,,,,
Jing Hua,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jing Huo,,,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,,,,,
Jing Jiang 0001,,,Social and Information Networks,cs.SI,,,,,,,,,,,,,,,,
Jing Jiang 0002,Computation and Language,cs.CL,,,,,Machine Learning,cs.LG,,,,,,,,,,,,
Jing Kong,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,,,
Jing Li 0002,High Energy Physics - Phenomenology,hep-ph,,,,,,,High Energy Physics - Experiment,hep-ex,,,,,,,,,,
Jing Li 0025,"Distributed, Parallel, and Cluster Computing",cs.DC,,,,,Operating Systems,cs.OS,Networking and Internet Architecture,cs.NI,,,,,,,,,,
Jing Sun 0002,Optimization and Control,math.OC,Learning,cs.LG,,,,,,,,,,,,,,,,
Jing Xiao,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jing Yang 0001,,,,,,,,,,,,,,,,,,,,
Jing-Ling Xue,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jingbo Shang,,,Computation and Language,cs.CL,Computation and Language,cs.CL,,,Computation and Language,cs.CL,,,,,,,,,,
Jingdong Chen,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jingjin Yu,Robotics,cs.RO,Robotics,cs.RO,Computer Vision and Pattern Recognition,cs.CV,,,Artificial Intelligence,cs.AI,,,,,,,,,,
Jingke Li,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jingkuan Song,Computer Vision and Pattern Recognition,cs.CV,"Distributed, Parallel, and Cluster Computing",cs.DC,,,,,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jingling Xue,"Distributed, Parallel, and Cluster Computing",cs.DC,,,,,,,"Distributed, Parallel, and Cluster Computing",cs.DC,,,,,,,,,,
Jingqiang Lin,Hardware Architecture,cs.AR,,,,,,,,,,,,,,,,,,
Jingrui He,Information Retrieval,cs.IR,,,,,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,,,
Jingtao Wang,,,,,,,Genomics,q-bio.GN,,,,,,,,,,,,
Jingwei Li,,,,,,,Cryptography and Security,cs.CR,,,,,,,,,,,,
Jingwen Leng,,,,,,,"Distributed, Parallel, and Cluster Computing",cs.DC,,,,,,,,,,,,
Jingyi Yu,,,,,,,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jingyuan Zhang,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jingyue Li,,,,,,,,,,,,,,,,,,,,
Jinho D. Choi,,,,,,,,,,,,,,,,,,,,
Jinhui Xu 0001,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jinlei Jiang,,,,,,,,,,,,,,,,,,,,
Jinman Kim,,,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,,,,,,,
Jinming Wen,Information Theory,cs.IT,,,Information Theory,cs.IT,Information Theory,cs.IT,Information Theory,cs.IT,,,,,,,,,,
Jinpeng Huai,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jinqiu Yang 0001,,,,,,,Software Engineering,cs.SE,,,,,,,,,,,,
Jinseek Choi,,,,,,,,,,,,,,,,,,,,
Jinshi Cui,,,,,,,,,,,,,,,,,,,,
Jinsong Han,,,,,Networking and Internet Architecture,cs.NI,,,,,,,,,,,,,,
Jinsoo Kim 0001,,,,,,,,,,,,,,,,,,,,
Jinsub Kim,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jinwoo Shin,,,,,Machine Learning,cs.LG,Networking and Internet Architecture,cs.NI,Networking and Internet Architecture,cs.NI,,,,,,,,,,
Jinwook Seo,,,,,,,,,,,,,,,,,,,,
Jinxi Zhao,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,,,
Jinxiang Chai,,,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Instrumentation and Methods for Astrophysics,astro-ph.IM,,,,,,,,,,,,
Jinyang Li 0001,Signal Processing,eess.SP,,,,,Information Retrieval,cs.IR,Programming Languages,cs.PL,,,,,,,,,,
Jinyuan Stella Sun,,,Cryptography and Security,cs.CR,,,,,,,,,,,,,,,,
Jinyuan Sun,,,Cryptography and Security,cs.CR,,,,,,,,,,,,,,,,
Jinze Liu,Computer Vision and Pattern Recognition,cs.CV,,,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jiong Guo,,,,,,,,,Artificial Intelligence,cs.AI,,,,,,,,,,
Jiri Barnat,,,,,,,,,,,,,,,,,,,,
Jiri Friml,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jiri Sochor,,,,,,,,,,,,,,,,,,,,
Jirí Sochor,,,,,,,,,,,,,,,,,,,,
Jirí Srba,Software Engineering,cs.SE,,,,,,,,,,,,,,,,,,
Jirí Zlatuska,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jishen Zhao,,,,,,,,,,,,,,,,,,,,
Jisoo Yang,,,,,,,,,,,,,,,,,,,,
Jitender S. Deogun,,,,,Quantum Physics,quant-ph,,,,,,,,,,,,,,
Jiwon Seo,,,,,,,,,,,,,,,,,,,,
Jiwu Shu,,,,,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,,,,,
Jiyan Wu,Networking and Internet Architecture,cs.NI,,,,,,,,,,,,,,,,,,
Jiying Zhao,,,,,,,Multimedia,cs.MM,,,,,,,,,,,,
Jizhong Xiao,Materials Science,cond-mat.mtrl-sci,Computer Vision and Pattern Recognition,cs.CV,,,,,Mesoscale and Nanoscale Physics,cond-mat.mes-hall,,,,,,,,,,
Jo Iacovides,,,Human-Computer Interaction,cs.HC,,,,,,,,,,,,,,,,
Jo Ueyama,Image and Video Processing,eess.IV,Image and Video Processing,eess.IV,,,,,,,,,,,,,,,,
Jo Vermeulen,,,,,,,,,,,,,,,,,,,,
Joachim Denzler,,,,,,,,,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Joachim Fischer,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Joachim Giesen,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Joachim Gudmundsson,,,Biological Physics,physics.bio-ph,,,,,,,,,,,,,,,,
Joachim M. Buhmann,,,,,,,Computational Physics,physics.comp-ph,,,,,,,,,,,,
Joachim Niehren,Logic in Computer Science,cs.LO,,,,,,,,,,,,,,,,,,
Joachim Parrow,Information Theory,cs.IT,,,,,,,Logic in Computer Science,cs.LO,,,,,,,,,,
Joachim Posegga,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Joachim von Hacht,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Joan Bruna,Computer Vision and Pattern Recognition,cs.CV,Information Theory,cs.IT,Image and Video Processing,eess.IV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Joan Bruna Estrach,Computer Vision and Pattern Recognition,cs.CV,Information Theory,cs.IT,Image and Video Processing,eess.IV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Joan Feigenbaum,Cryptography and Security,cs.CR,,,,,"Distributed, Parallel, and Cluster Computing",cs.DC,Information Theory,cs.IT,,,,,,,,,,
Joan-Manuel Parcerisa,Materials Science,cond-mat.mtrl-sci,,,Networking and Internet Architecture,cs.NI,,,,,,,,,,,,,,
Joanna Bergstrom-Lehtovirta,,,,,,,,,,,,,,,,,,,,
Joanna Bergström,,,,,,,,,,,,,,,,,,,,
Joanna Bergström-Lehtovirta,,,,,,,,,,,,,,,,,,,,
Joanna Bryson,Artificial Intelligence,cs.AI,,,,,,,Artificial Intelligence,cs.AI,,,,,,,,,,
Joanna J. Bryson,Artificial Intelligence,cs.AI,,,,,,,Artificial Intelligence,cs.AI,,,,,,,,,,
Joanna Loveday,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Joanna McGrenere,,,,,,,,,,,,,,,,,,,,
Joanna Pauline Rivera,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Joanne Evans,,,,,,,,,,,,,,,,,,,,
Joanne F. Selinski,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Joanne M. Atlee,Software Engineering,cs.SE,Networking and Internet Architecture,cs.NI,Software Engineering,cs.SE,,,Machine Learning,cs.LG,,,,,,,,,,
Joannes J. Westerink,,,,,,,,,,,,,,,,,,,,
Joao Meidanis,,,Molecular Networks,q-bio.MN,,,,,,,,,,,,,,,,
Joaquim A. Jorge,Machine Learning,cs.LG,Software Engineering,cs.SE,,,,,Social and Information Networks,cs.SI,,,,,,,,,,
Joaquim Armando Pires Jorge,Machine Learning,cs.LG,Software Engineering,cs.SE,,,,,Social and Information Networks,cs.SI,,,,,,,,,,
Joaquin Vaschoren,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Jocelyn Simmonds,,,,,,,,,,,,,,,,,,,,
Jocelynn Cu,,,,,,,,,,,,,,,,,,,,
Jochen H. Schiller,Signal Processing,eess.SP,Cryptography and Security,cs.CR,,,,,,,,,,,,,,,,
Jochen J. Steil,,,,,,,,,Human-Computer Interaction,cs.HC,,,,,,,,,,
Jochen Jakob Steil,,,,,,,,,Human-Computer Interaction,cs.HC,,,,,,,,,,
Jochen Lang 0001,,,,,,,,,,,,,,,,,,,,
Jochen Renz,Artificial Intelligence,cs.AI,,,Artificial Intelligence,cs.AI,Artificial Intelligence,cs.AI,,,,,,,,,,,,
Jochen Steil,,,,,,,,,Human-Computer Interaction,cs.HC,,,,,,,,,,
Jochen Trumpf,,,,,,,Optimization and Control,math.OC,,,,,,,,,,,,
Jodi Forlizzi,Human-Computer Interaction,cs.HC,Mesoscale and Nanoscale Physics,cond-mat.mes-hall,,,,,Machine Learning,cs.LG,,,,,,,,,,
Jodi L. Forlizzi,Human-Computer Interaction,cs.HC,Mesoscale and Nanoscale Physics,cond-mat.mes-hall,,,,,Machine Learning,cs.LG,,,,,,,,,,
Joe D. Warren,,,,,,,,,,,,,,,,,,,,
Joe Devietti,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Joe Geigel,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Joe Halpern,Artificial Intelligence,cs.AI,Information Theory,cs.IT,Cryptography and Security,cs.CR,,,,,,,,,,,,,,
Joe Konstan,Information Retrieval,cs.IR,Information Retrieval,cs.IR,Information Retrieval,cs.IR,,,Data Structures and Algorithms,cs.DS,,,,,,,,,,
Joe LaViola,,,,,,,Systems and Control,cs.SY,,,,,,,,,,,,
Joe Pitt-Francis,,,,,Molecular Networks,q-bio.MN,,,,,,,,,,,,,,
Joe Sawada,,,,,Combinatorics,math.CO,Combinatorics,math.CO,Combinatorics,math.CO,,,,,,,,,,
Joe Sventek,,,Signal Processing,eess.SP,,,,,,,,,,,,,,,,
Joe Tekli,,,Software Engineering,cs.SE,,,,,,,,,,,,,,,,
Joel A. Tropp,Machine Learning,stat.ML,Numerical Analysis,math.NA,,,Numerical Analysis,math.NA,,,,,,,,,,,,
Joel Carpenter,,,Information Theory,cs.IT,,,,,,,,,,,,,,,,
Joel David Hamkins,Statistical Mechanics,cond-mat.stat-mech,Logic,math.LO,Physics and Society,physics.soc-ph,Logic,math.LO,Fluid Dynamics,physics.flu-dyn,,,,,,,,,,
Joel Ferguson,,,,,,,,,,,,,,,,,,,,
Joel Friedman,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Joel H. Saltz,,,,,,,Quantitative Methods,q-bio.QM,,,,,,,,,,,,
Joel H. Spencer,,,,,,,,,,,,,,,,,,,,
Joel I. Seiferas,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Joel Ilao,,,,,,,,,,,,,,,,,,,,
Joel Moses,,,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Joel P. Ilao,,,,,,,,,,,,,,,,,,,,
Joel Reardon,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Joel Spencer,,,,,,,,,,,,,,,,,,,,
Joel Voldman,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Joemon Jose,Information Retrieval,cs.IR,,,,,,,,,,,,,,,,,,
Joemon M. Jose,Information Retrieval,cs.IR,,,,,,,,,,,,,,,,,,
Joerg Schroettner,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Joerg Widmer,Networking and Internet Architecture,cs.NI,,,,,,,Cryptography and Security,cs.CR,,,,,,,,,,
Joey Paquet,Programming Languages,cs.PL,Software Engineering,cs.SE,,,Software Engineering,cs.SE,,,,,,,,,,,,
Jogesh K. Muppala,,,,,,,Methodology,stat.ME,,,,,,,,,,,,
Johan A. Pouwelse,Networking and Internet Architecture,cs.NI,,,Machine Learning,cs.LG,,,,,,,,,,,,,,
Johan Bos,,,,,,,,,,,,,,,,,,,,
Johan Håstad,Computational Complexity,cs.CC,,,Computational Complexity,cs.CC,Computational Complexity,cs.CC,Data Structures and Algorithms,cs.DS,,,,,,,,,,
Johan J. Lukkien,,,Computational Physics,physics.comp-ph,,,,,,,,,,,,,,,,
Johan Karlander,Computer Vision and Pattern Recognition,cs.CV,,,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Johan Karlsson,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Johan Lukkien,,,Computational Physics,physics.comp-ph,,,,,,,,,,,,,,,,
Johan Potgieter,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,Computer Vision and Pattern Recognition,cs.CV,,,,,,,,,,
Johan Pouwelse,Networking and Internet Architecture,cs.NI,,,Machine Learning,cs.LG,,,,,,,,,,,,,,
